user,vaultId,poolId,block,lpvalue,lpvalueusd,positions
0xcd88431107b72b1a1aa13de27ab894e27c7d1a61,0x01dcdb35884888665a893da44489a79cec02e854,0x1dedec1c905f087ed4b521e96f81cc2e38b62327,5339627,12392495104964,0.09142021416831964,1
0x8df5f3e4a0688595b02768c37f32424365f36f26,0x9753ac312f15f27591407c73136bc7a3b161d6dd,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,5447950,4275000000000000000,28448.255375839468,1
0xcd88431107b72b1a1aa13de27ab894e27c7d1a61,0x6f67080223add653e1584fc73596cad1269169ec,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,5339736,16988904895036,0.1109316429087192,1
