user,pool,block,position,lpvalue
0x56691e542106f71aaa5a5ecb6ad4fb762d39b8bf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3289008,25,26.8345
0xed5c73f229d1f085c441cac3d9d8dee9c44dd475,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,9883.1992
0xb1ac9db0d6a1ec291f427ad03fc3b632e1e93a56,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,1.2593
0x8ad255ee352420d3e257aa87a5811bd09f72d251,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,5.3526
0xeaa823ab4c4ee00283d8ed7be713ddf8a5ba0fac,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0
0xaf112fb4c47a9e26a6d4852e45aaa63351f082ad,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,23.0136
0xfc8e3b00ea593cc999a3051de4a63ef759942df7,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,5.9739
0xee2388e09bc1c72b87dac51f71c44d0522e13770,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,3.8402
0x90db1a78080f9088125881b35f028c979a46d39c,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.3541
0x54881e63f225a8653c2da91fc3d9769e35b81b1f,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,4.6045
0x6c1ddfb81a3666188267296f10253a5a9b5bae40,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0
0x7b52405200a1933d4bbfb8320746b9daeec1c19e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,10.9913
0x218ed937cc38974818a8cfdb7aaef3c8150f71db,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,7.2675
0xed93a4e89ad6c27318eab868aa1efd2eb97fa13f,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,8.9217
0x17134d2b7529a0692e39fc1eadb24d1a903ad0bd,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,29.4158
0xa970fa27e02a61d9ee6eb311cce7b8d2bdc6ab50,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,96.6149
0x1869f6bcca76861e0e2ea7ffdeb8be741d712736,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,103.4772
0xb37cf0ef7cbd10c9f53f5f8d08b842fe39a55954,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,5.0397
0xdec6d1c36e6a2c20642db914b3462ea65629668e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,1565.6061
0x7a1b53500d55a28b1a116e043075ec2d1a2be210,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,3.8456
0x9a74ec99bd88eca680485da7f32fca05af375dcf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,24.3628
0x0b98718264ca14d0a17c145ffe1e4f3c38a39372,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,3.9186
0x2ee54d8eb4f898c285b9fce4320d0ba6725e1704,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0
0x618208c77c81898331ec6880ef5f1ffa758d3915,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,16.0244
0x56691e542106f71aaa5a5ecb6ad4fb762d39b8bf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,26.7973
0x90956b95556b753dff23f440fee868c2b4ae0359,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0
0xa8a4902da89e1c27c3315c332a68421968eb4a4a,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,2.1011
0xb0878db51369d84b2071e81b6c9c5ce6654120ac,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.0332
0x20d395970177565b200bb9b4010bcfeb98af8b1e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,1
0xf26e1c9f3d14407eb609909d625447408d2a5b12,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.0707
0xfb07d2bdef2deb1ebec001644b4732ab77281c7a,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,25.9122
0x84e6479944713045f06f60b51ac827c4dc6757eb,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.0219
0x69ef4ba56d95e5219985316f975c5300863e2528,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,1.0569
0x2c5cd47e355d3417a7f04a6dee7deef6043d9b87,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.0031
0x2496038fb474dc835592563fb76360029e9ef585,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.1014
0x34f350c88b84a14d98cef6d060eddf936054c0a5,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0
0xfb6c49cf857c6cd67a17ef86f2128399c87e201c,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.1963
0xdc366ede5146da8d879b699d61f58b2ab6969718,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,44.4596
0x220648534b4abe9c2e4036f5fdf73fda2e4ee020,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,43.9804
0x63db8991830dc41fc6979b7b09d73e6d03a712e7,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,5.7422
0x57f82ff01b15f70ef6b42e59f46f26770af0c260,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.5862
0xc4b273031aa8318e039dee66dae23438816531cc,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.0825
0x578a7bafe0254d7d3bbc73fbdc1aa79deffc7118,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.1886
0x4538beb9d64594730ca10cb5bc5354d50714796c,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,14.2844
0x18f2fde723cd8b7c5f5c6efeb3172338bee2b027,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,2.249
0x9df9f088eae2f0c4aabccf34eb437659baef01ad,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,2.3771
0x30ee1f53c0e9489fdeb7047d005684d641bafb37,0x0a736e361ab594d7c0c692eb9c5c86b75d6f666c,3332208,81,47.1339
0xf4a35ae69387d9548b8e8e2535bc912f4f7efa48,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0
0xa75e8e6ecdbf4c24b741ec19e33e642c68cd314b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,2.9527
0x56d23a02d3616e576d20237e3be5fab5fbc5b348,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,2.0203
0x61a4ae15b0819904597e5117c4c8c7cee0a34aa1,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,9.4881
0xb4fb31e7b1471a8e52dd1e962a281a732ead59c1,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3332208,81,50000.8106
0xe3be0baae3d4928d3e2e7724d4bf188003c56ebf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,109.3362
0x7382bbc749a63b90bc87a7de01b1254dc72f368b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,24.7425
0x075362b50e2a7078e99c037986ef2419eda154d0,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.3689
0x56cbfcf698d24189eb4ce82f15bb4bf9c30dc916,0x0a736e361ab594d7c0c692eb9c5c86b75d6f666c,3332208,81,2.1233
0xe6ffd71f80cdea8c48d22068e0e35343619adff6,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,2.0824
0x9f1a597be54165259d11af51ab0f615fab4be136,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,15.7476
0x2e78a0d97479ccb3238a4cd5f373654ba09fef2e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,14.8099
0xe725f07ba64e5110c34ba9f8a58196986a698bc2,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,1.6583
0xb0bcfde547e15c48fefeed2cc021f030de4f317e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,139.0861
0xc773638cf3579c8b4e2500cd03f8b498329aa297,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.4978
0x05096597ebc29bde93ade9853ec985cc6fc65109,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,7.0515
0x6a5c69ea2fe700e7e6aa008a0193666594f8c48b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,21.1922
0x8c5eeb6cbff441548ddf30793cadbdd047a68e91,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.8021
0x9877928e77337c1153202ed16ed7666e09527134,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,3.0022
0x2f561ff796d483553e068263882ae0d9068fb42b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,121.8304
0x3937254361c967c88f8794577f66926b1e888cbf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,2.8258
0x2e613347efbd526704e71bd853c1df3b2eec46f7,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,19.9105
0x746e17548b63b0689e054d84a09abe1f5b70672c,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3332208,81,0.1948
0xe039da123235d5ab5e5c8bce3af01944bf95e0c5,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3332208,81,6.0078
0x70b0ef7bd6cd353cf89791a72986b3cb2dbd72e0,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,0.2589
0xd17650509e96a43b9554e906abe69f9b14ae4a14,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3332208,81,20.0535
0x769740b00919555aa71922daffc84ed59b7d71a6,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,82.3869
0x22ee9e5b471b86eb559b9def9daf4fe228a271c5,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,1.0633
0xa51fab99348b58082154a96fd2a7d92600a0e930,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,19.6054
0x8f5915a19eb2ba78bc90ad0317d9ed0d161cbfec,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,13.3112
0x3177a849e797cc2e81d0cdffa1146b35afa79fb9,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,19.464
0xea788f83c9d38d89ecafee20be0389ffe4d6ff8e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,6.5114
0xc7b99a2d6f1ddff42a9d191d5913902045d70bdb,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3332208,81,965.6237
0x8a4c39e9c6db1abc300dc2afa7ab6216e34c4bed,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3332208,81,3.2454
0xed5c73f229d1f085c441cac3d9d8dee9c44dd475,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,10028.6258
0xb1ac9db0d6a1ec291f427ad03fc3b632e1e93a56,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,1.2966
0x8ad255ee352420d3e257aa87a5811bd09f72d251,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,5.5113
0xeaa823ab4c4ee00283d8ed7be713ddf8a5ba0fac,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0xaf112fb4c47a9e26a6d4852e45aaa63351f082ad,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0xaf112fb4c47a9e26a6d4852e45aaa63351f082ad,0x0a736e361ab594d7c0c692eb9c5c86b75d6f666c,3375408,162,45.1658
0xfc8e3b00ea593cc999a3051de4a63ef759942df7,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,6.1206
0xee2388e09bc1c72b87dac51f71c44d0522e13770,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,3.9485
0x90db1a78080f9088125881b35f028c979a46d39c,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.3646
0x54881e63f225a8653c2da91fc3d9769e35b81b1f,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,4.741
0x6c1ddfb81a3666188267296f10253a5a9b5bae40,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0x7b52405200a1933d4bbfb8320746b9daeec1c19e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,11.0825
0x218ed937cc38974818a8cfdb7aaef3c8150f71db,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,7.3058
0xed93a4e89ad6c27318eab868aa1efd2eb97fa13f,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,9.0227
0x17134d2b7529a0692e39fc1eadb24d1a903ad0bd,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,29.8486
0xa970fa27e02a61d9ee6eb311cce7b8d2bdc6ab50,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,65.779
0x1869f6bcca76861e0e2ea7ffdeb8be741d712736,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,104.9998
0xb37cf0ef7cbd10c9f53f5f8d08b842fe39a55954,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,5.0887
0xdec6d1c36e6a2c20642db914b3462ea65629668e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,1587.774
0x7a1b53500d55a28b1a116e043075ec2d1a2be210,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,3.891
0x9a74ec99bd88eca680485da7f32fca05af375dcf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,24.3628
0x0b98718264ca14d0a17c145ffe1e4f3c38a39372,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,3.9186
0x2ee54d8eb4f898c285b9fce4320d0ba6725e1704,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0x618208c77c81898331ec6880ef5f1ffa758d3915,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,16.2602
0x56691e542106f71aaa5a5ecb6ad4fb762d39b8bf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,27.1397
0x90956b95556b753dff23f440fee868c2b4ae0359,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0xa8a4902da89e1c27c3315c332a68421968eb4a4a,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,2.127
0xb0878db51369d84b2071e81b6c9c5ce6654120ac,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.0332
0x20d395970177565b200bb9b4010bcfeb98af8b1e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,1
0xf26e1c9f3d14407eb609909d625447408d2a5b12,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.0707
0xfb07d2bdef2deb1ebec001644b4732ab77281c7a,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,26.1603
0x84e6479944713045f06f60b51ac827c4dc6757eb,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.0221
0x69ef4ba56d95e5219985316f975c5300863e2528,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,1.0569
0x2c5cd47e355d3417a7f04a6dee7deef6043d9b87,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.0031
0x2496038fb474dc835592563fb76360029e9ef585,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.102
0x34f350c88b84a14d98cef6d060eddf936054c0a5,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0xfb6c49cf857c6cd67a17ef86f2128399c87e201c,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.1963
0xdc366ede5146da8d879b699d61f58b2ab6969718,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,44.8467
0x220648534b4abe9c2e4036f5fdf73fda2e4ee020,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0x63db8991830dc41fc6979b7b09d73e6d03a712e7,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,5.8266
0x57f82ff01b15f70ef6b42e59f46f26770af0c260,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.5893
0xc4b273031aa8318e039dee66dae23438816531cc,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.0825
0x578a7bafe0254d7d3bbc73fbdc1aa79deffc7118,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.1886
0x4538beb9d64594730ca10cb5bc5354d50714796c,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,14.2844
0x18f2fde723cd8b7c5f5c6efeb3172338bee2b027,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,2.249
0x9df9f088eae2f0c4aabccf34eb437659baef01ad,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,2.3771
0x30ee1f53c0e9489fdeb7047d005684d641bafb37,0x0a736e361ab594d7c0c692eb9c5c86b75d6f666c,3375408,162,48.1532
0xf4a35ae69387d9548b8e8e2535bc912f4f7efa48,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0xa75e8e6ecdbf4c24b741ec19e33e642c68cd314b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,2.9527
0x56d23a02d3616e576d20237e3be5fab5fbc5b348,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,2.0203
0x61a4ae15b0819904597e5117c4c8c7cee0a34aa1,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,9.4881
0xb4fb31e7b1471a8e52dd1e962a281a732ead59c1,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3375408,162,50003.168
0xe3be0baae3d4928d3e2e7724d4bf188003c56ebf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,120.9249
0x7382bbc749a63b90bc87a7de01b1254dc72f368b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,24.7425
0x075362b50e2a7078e99c037986ef2419eda154d0,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.3689
0x56cbfcf698d24189eb4ce82f15bb4bf9c30dc916,0x0a736e361ab594d7c0c692eb9c5c86b75d6f666c,3375408,162,2.1546
0xe6ffd71f80cdea8c48d22068e0e35343619adff6,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,2.1132
0x9f1a597be54165259d11af51ab0f615fab4be136,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0x2e78a0d97479ccb3238a4cd5f373654ba09fef2e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,14.9799
0xe725f07ba64e5110c34ba9f8a58196986a698bc2,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,1.6583
0xb0bcfde547e15c48fefeed2cc021f030de4f317e,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,140.0225
0xc773638cf3579c8b4e2500cd03f8b498329aa297,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.4978
0x05096597ebc29bde93ade9853ec985cc6fc65109,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,7.0515
0x6a5c69ea2fe700e7e6aa008a0193666594f8c48b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0
0x8c5eeb6cbff441548ddf30793cadbdd047a68e91,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.8021
0x9877928e77337c1153202ed16ed7666e09527134,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,3.0606
0x2f561ff796d483553e068263882ae0d9068fb42b,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,123.9366
0x3937254361c967c88f8794577f66926b1e888cbf,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,2.8379
0x2e613347efbd526704e71bd853c1df3b2eec46f7,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,20.1461
0x746e17548b63b0689e054d84a09abe1f5b70672c,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3375408,162,0.1949
0xe039da123235d5ab5e5c8bce3af01944bf95e0c5,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3375408,162,6.0078
0x70b0ef7bd6cd353cf89791a72986b3cb2dbd72e0,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,0.2652
0xd17650509e96a43b9554e906abe69f9b14ae4a14,0xde387de169b26924dc32d4ee026544bbb32e4b2c,3375408,162,20.0535
0x769740b00919555aa71922daffc84ed59b7d71a6,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,84.4722
0x22ee9e5b471b86eb559b9def9daf4fe228a271c5,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,1.9317
0xa51fab99348b58082154a96fd2a7d92600a0e930,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,20.0533
0x8f5915a19eb2ba78bc90ad0317d9ed0d161cbfec,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,13.5122
0x3177a849e797cc2e81d0cdffa1146b35afa79fb9,0xf2e9c024f1c0b7a2a4ea11243c2d86a7b38dd72f,3375408,162,19.6739
